pitcher,player_name,swings,actual_whiff_rate,expected_whiff_rate,stuff_plus,whiff_over_expected
607536,"Freeland, Kyle",1015,0.2089,0.203,93.4,0.0058
701656,"Henderson, Logan",504,0.2421,0.2032,93.4,0.0389
700669,"Graceffo, Gordon",411,0.1557,0.2026,93.3,-0.0469
677865,"Bruihl, Justin",464,0.1552,0.2023,93.2,-0.0471
656605,"Keller, Mitch",890,0.1876,0.2025,93.2,-0.0148
668674,"Erceg, Lucas",388,0.1804,0.2023,93.2,-0.0219
667463,"King, John",335,0.1851,0.2024,93.2,-0.0174
663485,"Sands, Cole",102,0.2255,0.2025,93.2,0.023
650644,"Civale, Aaron",727,0.1871,0.2024,93.2,-0.0153
676440,"Bibee, Tanner",1096,0.219,0.2022,93.1,0.0168
680736,"Wrobleski, Justin",949,0.1834,0.2022,93.1,-0.0188
686930,"Barnett, Mason",324,0.1975,0.2017,93.0,-0.0041
700249,"Povich, Cade",207,0.2126,0.2013,92.9,0.0113
695076,"Lowder, Rhett",764,0.1819,0.2014,92.9,-0.0195
642546,"Hernández, Jonathan",181,0.1768,0.2009,92.8,-0.0241
695534,"Petty, Chase",230,0.187,0.201,92.8,-0.014
663567,"Lambert, Peter",958,0.2244,0.2007,92.8,0.0237
695418,"Lord, Brad",563,0.1794,0.2006,92.7,-0.0212
646241,"De Jesus, Enmanuel",313,0.2268,0.2006,92.7,0.0262
663776,"Sandoval, Patrick",273,0.2198,0.2004,92.7,0.0194
622608,"Senzatela, Antonio",449,0.2049,0.2,92.6,0.0049
641312,"Anderson, Shaun",158,0.2532,0.2002,92.6,0.0529
642528,"Loáisiga, Jonathan",399,0.2055,0.2001,92.6,0.0054
694297,"Pfaadt, Brandon",730,0.1959,0.1997,92.5,-0.0038
676664,"Sears, JP",251,0.1873,0.1999,92.5,-0.0126
657277,"Webb, Logan",953,0.1868,0.1999,92.5,-0.0131
687606,"Schultz, Paxton",270,0.1815,0.1995,92.4,-0.018
669467,"Pallante, Andre",980,0.199,0.1994,92.4,-0.0005
623211,"Brazobán, Huascar",454,0.2445,0.1996,92.4,0.0449
815083,"Farris, Mitch",333,0.2402,0.1993,92.4,0.0409
571927,"Matz, Steven",527,0.1841,0.1992,92.4,-0.0152
805299,"Garcia, Brandyn",224,0.2545,0.1992,92.3,0.0553
679883,"Avila, Luinder",545,0.2202,0.1985,92.2,0.0217
621112,"Blackburn, Paul",461,0.2039,0.1982,92.1,0.0057
676755,"Mattson, Isaac",340,0.1882,0.1983,92.1,-0.01
621111,"Buehler, Walker",913,0.1895,0.1983,92.1,-0.0088
656492,"Griffin, Foster",1117,0.2104,0.1981,92.1,0.0123
663542,"Hudson, Bryan",403,0.2109,0.198,92.0,0.0129
702193,"Morris, Andrew",481,0.1871,0.1976,91.9,-0.0105
608379,"Wacha, Michael",1132,0.1873,0.197,91.8,-0.0098
669947,"Scholtens, Jesse",359,0.1894,0.1971,91.8,-0.0077
663372,"Feltner, Ryan",726,0.2231,0.1966,91.7,0.0265
548384,"Raley, Brooks",340,0.2294,0.1962,91.6,0.0332
663687,"Harris, Hogan",459,0.2331,0.1963,91.6,0.0368
677020,"Walker, Josh",131,0.1756,0.1964,91.6,-0.0208
608566,"Márquez, Germán",433,0.1778,0.196,91.5,-0.0182
693686,"Miles, Spencer",593,0.1703,0.1959,91.5,-0.0256
669270,"Kuhnel, Joel",263,0.2053,0.196,91.5,0.0093
663460,"Bubic, Kris",375,0.232,0.1956,91.4,0.0364
621097,"Waguespack, Jacob",189,0.2222,0.1955,91.4,0.0267
650960,"Duarte, Daniel",169,0.2012,0.1957,91.4,0.0054
641927,"Ober, Bailey",789,0.185,0.1951,91.3,-0.01
608331,"Fried, Max",549,0.2295,0.1952,91.3,0.0343
807743,"Sullivan, Sean",197,0.1523,0.1948,91.2,-0.0426
607200,"Fedde, Erick",821,0.1778,0.1949,91.2,-0.0171
664129,"Hartlieb, Geoff",101,0.2376,0.1947,91.1,0.043
686799,"Kochanowicz, Jack",498,0.2249,0.1939,90.9,0.031
593958,"Rodriguez, Eduardo",1129,0.186,0.1936,90.9,-0.0076
605540,"Woodruff, Brandon",324,0.2222,0.1934,90.8,0.0289
656849,"Peterson, David",866,0.1986,0.1935,90.8,0.0051
547179,"Lorenzen, Michael",968,0.1725,0.1932,90.8,-0.0207
594027,"Guerrero, Tyron",284,0.2183,0.1927,90.6,0.0256
700241,"McGreevy, Michael",952,0.1691,0.1925,90.6,-0.0234
645261,"Alcantara, Sandy",1347,0.1856,0.1927,90.6,-0.0071
663568,"Kolek, Stephen",403,0.1811,0.1925,90.6,-0.0113
664991,"Wolfram, Grant",310,0.2355,0.1927,90.6,0.0428
687075,"Sproat, Brandon",774,0.2261,0.1928,90.6,0.0333
805326,"Schweitzer, Tyler",208,0.2019,0.192,90.4,0.01
641302,"Alexander, Tyler",409,0.2054,0.1917,90.4,0.0137
681190,"Vásquez, Randy",906,0.1744,0.1915,90.3,-0.0171
656794,"Newcomb, Sean",482,0.2199,0.1911,90.2,0.0288
542888,"Armstrong, Shawn",289,0.1903,0.1909,90.1,-0.0006
657044,"Thompson, Ryan",316,0.1835,0.1907,90.1,-0.0071
671096,"Abbott, Andrew",1118,0.1977,0.1898,89.9,0.0079
663765,"Woodford, Jake",210,0.1667,0.19,89.9,-0.0234
663623,"Irvin, Jake",596,0.2164,0.1899,89.9,0.0266
681892,"Funderburk, Kody",291,0.2165,0.1902,89.9,0.0263
573124,"Rogers, Taylor",341,0.1642,0.1897,89.8,-0.0255
693821,"Elder, Bryce",955,0.1927,0.1895,89.8,0.0031
695684,"Rodríguez, Elmer",126,0.2381,0.1893,89.7,0.0488
689520,"Laweryson, Cody",138,0.1739,0.189,89.6,-0.0151
677976,"Dobnak, Randy",325,0.1815,0.1874,89.2,-0.0059
663941,"Beck, Tristan",121,0.1653,0.1875,89.2,-0.0222
680730,"Parker, Mitchell",333,0.2643,0.1866,89.0,0.0777
687473,"Gusto, Ryan",422,0.1848,0.1865,89.0,-0.0016
702273,"Schultz, Noah",506,0.1957,0.1864,88.9,0.0093
677944,"Cecconi, Slade",864,0.1806,0.1861,88.9,-0.0055
688107,"Gasser, Robert",609,0.1954,0.1863,88.9,0.0091
676571,"Poulin, PJ",253,0.1542,0.1863,88.9,-0.0321
624133,"Suarez, Ranger",831,0.2166,0.1859,88.8,0.0307
675989,"Bolton, Cody",163,0.1595,0.1859,88.8,-0.0264
596001,"Junis, Jakob",291,0.1821,0.1855,88.7,-0.0033
678394,"Bello, Brayan",699,0.2303,0.1849,88.6,0.0454
656222,"Beeks, Jalen",192,0.224,0.1849,88.6,0.039
672456,"Montero, Keider",927,0.1661,0.185,88.6,-0.0188
663767,"Shugart, Chase",275,0.2255,0.1847,88.5,0.0408
615698,"Quantrill, Cal",575,0.1583,0.1846,88.5,-0.0263
690928,"Dobbins, Hunter",384,0.2057,0.1848,88.5,0.0209
608372,"Sugano, Tomoyuki",871,0.1722,0.1845,88.4,-0.0123
702474,"Paredes, Mike",273,0.1795,0.1842,88.4,-0.0047
656529,"Hentges, Sam",232,0.25,0.1843,88.4,0.0657
686790,"McDonald, Trevor",503,0.2028,0.1835,88.2,0.0193
676254,"Walker, Ryan",210,0.1333,0.1826,87.9,-0.0493
689546,"Davila, Nick",191,0.1518,0.1826,87.9,-0.0307
691951,"Aldegheri, Sam",279,0.19,0.182,87.8,0.008
678606,"Ferrer, José A.",420,0.1857,0.1812,87.6,0.0045
669020,"Rolison, Ryan",345,0.1942,0.1813,87.6,0.013
696131,"Black, Mason",207,0.1643,0.1813,87.6,-0.017
682227,"Williamson, Brandon",221,0.2308,0.1805,87.4,0.0503
607625,"Lugo, Seth",1038,0.1618,0.1802,87.3,-0.0184
641835,"Mayza, Tim",400,0.2225,0.1787,86.9,0.0438
684442,"Drake, Kohl",143,0.1888,0.1786,86.9,0.0102
592836,"Walker, Taijuan",190,0.1368,0.1783,86.8,-0.0414
544150,"Suárez, Albert",390,0.2051,0.1783,86.8,0.0268
663992,"Lovelady, Richard",237,0.1983,0.1785,86.8,0.0198
657571,"Ferguson, Caleb",234,0.1667,0.1782,86.8,-0.0115
500779,"Quintana, Jose",321,0.2056,0.1778,86.7,0.0278
701719,"Samaniego, Tyler",135,0.1926,0.1765,86.3,0.0161
519141,"Pomeranz, Drew",236,0.161,0.1761,86.2,-0.015
605288,"Houser, Adrian",781,0.1613,0.1754,86.0,-0.0141
663947,"Holton, Tyler",429,0.2168,0.1749,85.9,0.0419
687312,"Hughes, Gabriel",309,0.165,0.1747,85.8,-0.0096
804267,"Thornton, Zac",375,0.1867,0.1744,85.7,0.0123
687941,"Gamboa, Alec",142,0.1479,0.1741,85.7,-0.0262
680573,"Woods Richardson, Simeon",453,0.1589,0.1739,85.6,-0.015
527048,"Pérez, Martín",729,0.2016,0.1734,85.5,0.0283
669620,"Basso, Brady",187,0.1818,0.1734,85.5,0.0084
607481,"Bummer, Aaron",154,0.1883,0.1729,85.4,0.0154
687330,"Kelly, Kevin",367,0.1771,0.1717,85.1,0.0054
608650,"Enns, Dietrich",133,0.1955,0.1714,85.0,0.0241
679775,"Backhus, Kyle",150,0.18,0.1711,84.9,0.0089
663362,"Waldron, Matt",214,0.1402,0.1707,84.8,-0.0305
694335,"Svanson, Matt",384,0.1536,0.1694,84.4,-0.0158
687911,"King, Bryan",432,0.1644,0.1684,84.2,-0.004
623437,"Topa, Justin",156,0.1218,0.1682,84.1,-0.0464
691769,"Abner, Philip",116,0.1466,0.1674,83.9,-0.0209
680604,"Castaño, Blas",157,0.1975,0.1667,83.7,0.0308
669060,"Wilson, Bryse",242,0.1446,0.1654,83.4,-0.0207
621383,"Banks, Tanner",275,0.2145,0.1641,83.0,0.0504
641778,"Lauer, Eric",878,0.1583,0.1631,82.8,-0.0048
455119,"Martin, Chris",132,0.1364,0.163,82.7,-0.0266
669724,"Hanifee, Brenan",146,0.1096,0.1629,82.7,-0.0533
665871,"Assad, Javier",578,0.1349,0.1622,82.5,-0.0272
688297,"Roycroft, Chris",195,0.1487,0.1614,82.3,-0.0127
683352,"Bratt, Mitch",288,0.1319,0.1593,81.7,-0.0273
643511,"Rogers, Tyler",418,0.122,0.1589,81.6,-0.0369
660787,"De los Santos, Yerry",108,0.1667,0.1583,81.5,0.0084
571948,"Milner, Hoby",256,0.1367,0.1581,81.4,-0.0214
660825,"Bazardo, Eduard",418,0.2033,0.158,81.4,0.0453
641793,"Littell, Zack",952,0.1471,0.1578,81.3,-0.0107
674003,"Bradford, Cody",111,0.1441,0.1576,81.3,-0.0135
657514,"Bernardino, Brennan",372,0.2043,0.1567,81.0,0.0476
675540,"Curry, Xzavion",109,0.1651,0.1513,79.6,0.0139
571945,"Mikolas, Miles",882,0.1213,0.1512,79.6,-0.0299
657612,"Hill, Tim",338,0.1095,0.124,72.4,-0.0145
